Start Time (UTC),Stop Time (UTC),Duration (sec),Destination IP,External ID,Protected Object,Protocol,Bandwidth (bps)
2025-08-12 20:02:45,,365,199.243.105.122,10532462,BBMM-GOO-BB-17,OTHER,287680000
2025-08-12 20:27:09,,281,69.158.192.50,10532464,SOC-Cove-01,OTHER,961780000
2025-08-12 21:16:45,,784,142.127.104.64,10532473,BBMM-GOO-BB-09,OTHER,35640000
2025-08-13 06:31:23,,0,141.119.184.30,10532554,BBMM-PWCC-01,OTHER,137650000
2025-08-13 06:31:23,,267,141.119.184.30,10532554,BBMM-PWCC-01,TCP,137650000
2025-08-13 06:47:39,,251,206.172.18.72,10532556,BBMM-ADQ-01,OTHER,381370000
2025-08-13 07:02:45,,249,199.243.137.15,10532561,BBMM-UNNB-01,OTHER,5336
2025-08-13 07:02:45,,485,199.243.137.15,10532561,BBMM-UNNB-01,TCP,5336
2025-08-13 08:47:45,,68,207.164.234.36,10532569,SOC-DNS-BI-Reverse_Zone,OTHER,29300000
2025-08-13 08:47:45,,68,207.164.234.36,10532569,SOC-DNS-BI-Reverse_Zone,UDP,29300000
2025-08-13 08:47:45,,68,207.236.176.21,10532570,SOC-DNSAUT-01,OTHER,34220000
2025-08-13 08:47:45,,68,207.236.176.21,10532570,SOC-DNSAUT-01,TCP,34220000
2025-08-13 08:47:45,,68,207.236.176.21,10532570,SOC-DNSAUT-01,UDP,34220000
2025-08-13 08:47:45,,69,207.236.176.21,10532571,SOC-DNS-BI-Reverse_Zone,OTHER,34220000
2025-08-13 08:47:45,,69,207.236.176.21,10532571,SOC-DNS-BI-Reverse_Zone,TCP,34220000
2025-08-13 08:47:45,,425,207.236.176.21,10532571,SOC-DNS-BI-Reverse_Zone,UDP,34220000
2025-08-13 12:19:45,,365,142.217.217.101,10532587,SOC-Telebec-01,OTHER,325300000
2025-08-13 14:01:45,,665,198.235.214.134,10532600,SOC-DNSRCSRV-01,OTHER,347208
2025-08-13 18:19:45,,545,70.28.123.254,10532638,BBMM-OMER-02,OTHER,780500000
2025-08-13 19:22:44,,486,207.164.160.84,10532654,BBMM-MGPI-01,OTHER,284760000
2025-08-13 23:27:45,,905,142.122.6.152,10532687,SOC-CrownIT-02,OTHER,503610000
2025-08-14 01:07:45,,425,142.166.165.146,10532697,SOC-IT-ALIANTSTJOHN-DMZ,OTHER,106670000
2025-08-14 11:06:45,,185,67.69.184.227,10532747,BBMM-SOC-DNSVAR-01,OTHER,5344
2025-08-14 11:06:45,,545,67.69.184.227,10532747,BBMM-SOC-DNSVAR-01,TCP,5344
2025-08-14 12:01:31,,0,45.33.195.231,10532753,BBMM-LCBO-05,OTHER,621280000
2025-08-14 12:01:31,,0,45.33.195.231,10532753,BBMM-LCBO-05,TCP,621280000
2025-08-14 12:00:45,,605,204.101.140.186,10532752,BBMM-GOO-BB-18,OTHER,290390000
2025-08-14 13:45:45,,425,142.166.165.146,10532767,SOC-IT-ALIANTSTJOHN-DMZ,OTHER,154590000
2025-08-14 16:34:45,,309,45.33.195.231,10532803,BBMM-LCBO-05,OTHER,649010000
2025-08-14 16:34:45,,785,45.33.195.231,10532803,BBMM-LCBO-05,TCP,649010000
2025-08-14 17:01:25,,685,184.149.129.114,10532813,BBMM-GOO-BB-16,OTHER,228050000
2025-08-14 21:35:45,,67,198.164.30.2,10532852,SOC-AliantDNS-01,OTHER,3780000
2025-08-14 21:35:45,,365,198.164.30.2,10532852,SOC-AliantDNS-01,UDP,3780000
2025-08-15 00:29:45,,485,142.166.165.146,10532873,SOC-IT-ALIANTSTJOHN-DMZ,OTHER,148950000
2025-08-15 01:23:45,,127,199.243.137.3,10532884,BBMM-UNNB-01,OTHER,5360
2025-08-15 01:23:45,,365,199.243.137.3,10532884,BBMM-UNNB-01,TCP,5360
2025-08-15 02:01:45,,785,162.53.198.242,10532890,BBMM-LCL1-01,OTHER,704040000
2025-08-15 10:25:45,,129,67.69.184.224,10532931,BBMM-SOC-DNSVAR-01,OTHER,137904
2025-08-15 10:25:45,,365,67.69.184.224,10532931,BBMM-SOC-DNSVAR-01,UDP,137904
2025-08-15 11:28:45,,484,198.235.214.133,10532938,SOC-DNSRCSRV-01,OTHER,307760
2025-08-15 12:00:12,,0,184.150.106.75,10532940,SOC-BellMedia-TVE,OTHER,830550000
2025-08-15 12:03:00,,0,184.150.106.122,10532941,SOC-BellMedia-TVE,OTHER,2049999992
2025-08-15 12:03:34,,0,184.150.106.50,10532942,SOC-BellMedia-TVE,OTHER,1900000000
2025-08-15 12:03:39,,251,184.150.106.98,10532943,SOC-BellMedia-TVE,OTHER,1870000000
2025-08-15 12:34:43,,246,206.172.18.72,10532948,BBMM-ADQ-01,OTHER,393600000
2025-08-15 21:37:45,,129,207.164.234.36,10533001,SOC-DNS-BI-Reverse_Zone,OTHER,39050000
2025-08-15 21:37:45,,129,207.164.234.36,10533001,SOC-DNS-BI-Reverse_Zone,UDP,39050000
2025-08-15 21:37:45,,129,207.236.176.21,10533003,SOC-DNS-BI-Reverse_Zone,OTHER,45010000
2025-08-15 21:37:45,,129,207.236.176.21,10533002,SOC-DNSAUT-01,OTHER,45010000
2025-08-15 21:37:45,,129,207.236.176.21,10533002,SOC-DNSAUT-01,TCP,45010000
2025-08-15 21:37:45,,129,207.236.176.21,10533003,SOC-DNS-BI-Reverse_Zone,TCP,45010000
2025-08-15 21:37:45,,129,207.236.176.21,10533002,SOC-DNSAUT-01,UDP,45010000
2025-08-15 21:37:45,,129,207.236.176.21,10533003,SOC-DNS-BI-Reverse_Zone,UDP,45010000
2025-08-15 21:37:45,,130,207.164.234.36,10533004,SOC-DNSAUT-01,OTHER,39050000
2025-08-15 21:37:45,,365,207.164.234.36,10533004,SOC-DNSAUT-01,UDP,39050000
2025-08-15 22:56:36,,253,206.172.18.72,10533016,BBMM-ADQ-01,OTHER,366580000
2025-08-15 23:51:45,,186,199.243.137.8,10533025,BBMM-UNNB-01,OTHER,5344
2025-08-15 23:51:45,,425,199.243.137.8,10533025,BBMM-UNNB-01,TCP,5344
2025-08-16 02:10:45,,425,142.166.165.146,10533041,SOC-IT-ALIANTSTJOHN-DMZ,OTHER,150350000
2025-08-16 21:44:45,,127,67.69.184.224,10533144,BBMM-SOC-DNSVAR-01,OTHER,5344
2025-08-16 21:44:45,,365,67.69.184.224,10533144,BBMM-SOC-DNSVAR-01,TCP,5344
2025-08-17 01:51:00,,0,142.183.237.131,10533175,SOC_IAAS_E0590_WHI_CGNATv4,OTHER,407240000
2025-08-17 01:51:00,,350,142.183.237.131,10533175,SOC_IAAS_E0590_WHI_CGNATv4,UDP,2450000000
2025-08-17 02:43:38,,1,142.183.237.31,10533185,SOC_IAAS_E0590_WHI_CGNATv4,OTHER,1090000000
2025-08-17 02:43:38,,671,142.183.237.31,10533185,SOC_IAAS_E0590_WHI_CGNATv4,TCP,10300000000
2025-08-17 06:32:02,,0,206.172.18.72,10533210,BBMM-ADQ-01,OTHER,37810000
2025-08-17 06:32:02,,287,206.172.18.72,10533210,BBMM-ADQ-01,TCP,37810000
2025-08-17 10:31:45,,186,199.243.137.12,10533235,BBMM-UNNB-01,OTHER,5336
2025-08-17 10:31:45,,605,199.243.137.12,10533235,BBMM-UNNB-01,TCP,5336
2025-08-17 14:49:45,,247,67.69.184.232,10533261,BBMM-SOC-DNSVAR-01,OTHER,5344
2025-08-17 14:49:45,,665,67.69.184.232,10533261,BBMM-SOC-DNSVAR-01,TCP,5344
2025-08-17 20:49:45,,67,67.69.184.224,10533315,BBMM-SOC-DNSVAR-01,OTHER,5344
2025-08-17 20:49:45,,785,67.69.184.224,10533315,BBMM-SOC-DNSVAR-01,TCP,5344
2025-08-17 23:35:45,,127,67.69.184.224,10533345,BBMM-SOC-DNSVAR-01,OTHER,138416
2025-08-17 23:35:45,,365,67.69.184.224,10533345,BBMM-SOC-DNSVAR-01,UDP,138416
2025-08-18 03:20:43,,0,142.183.237.131,10533374,SOC_IAAS_E0590_WHI_CGNATv4,OTHER,753730000
2025-08-18 03:20:43,,247,142.183.237.131,10533374,SOC_IAAS_E0590_WHI_CGNATv4,UDP,781360000
2025-08-18 13:18:45,,67,207.164.234.36,10533432,SOC-DNS-BI-Reverse_Zone,OTHER,36480000
2025-08-18 13:18:45,,67,207.164.234.36,10533432,SOC-DNS-BI-Reverse_Zone,UDP,36480000
2025-08-18 13:18:45,,67,207.236.176.21,10533433,SOC-DNSAUT-01,OTHER,65080000
2025-08-18 13:18:45,,67,207.236.176.21,10533433,SOC-DNSAUT-01,TCP,65080000
2025-08-18 13:18:45,,67,207.236.176.21,10533433,SOC-DNSAUT-01,UDP,65080000
2025-08-18 13:18:45,,68,207.236.176.21,10533434,SOC-DNS-BI-Reverse_Zone,OTHER,65080000
2025-08-18 13:18:45,,68,207.236.176.21,10533434,SOC-DNS-BI-Reverse_Zone,TCP,65080000
2025-08-18 13:18:45,,68,207.236.176.21,10533434,SOC-DNS-BI-Reverse_Zone,UDP,65080000
2025-08-18 13:18:45,,68,207.164.234.36,10533435,SOC-DNSAUT-01,OTHER,36480000
2025-08-18 13:18:45,,305,207.164.234.36,10533435,SOC-DNSAUT-01,UDP,36480000
2025-08-18 13:55:45,,305,199.243.143.11,10533442,BBMM-SOF-01,OTHER,139900000
2025-08-18 14:31:30,,0,45.33.195.231,10533453,BBMM-LCBO-05,OTHER,620350000
2025-08-18 14:31:30,,260,45.33.195.231,10533453,BBMM-LCBO-05,TCP,620350000
2025-08-18 15:20:45,,305,67.70.246.235,10533474,BBMM-SOF-01,OTHER,182030000
2025-08-18 17:19:45,,309,198.164.30.2,10533497,SOC-AliantDNS-01,OTHER,3540000
2025-08-18 17:19:45,,725,198.164.30.2,10533497,SOC-AliantDNS-01,UDP,3540000
2025-08-18 17:49:45,,67,207.236.129.122,10533502,BBMM-GOO-BB-19,OTHER,18670000
2025-08-18 17:49:45,,1025,207.236.129.122,10533502,BBMM-GOO-BB-19,TCP,18670000
2025-08-18 18:21:45,,305,142.160.101.91,10533505,SOC-CrownITtoBX-01,UDP,8090000
2025-08-18 21:56:45,,69,74.13.241.26,10533531,BBMM-GOO-BB-13,OTHER,225060000
2025-08-18 22:11:45,,68,207.164.234.36,10533533,SOC-DNS-BI-Reverse_Zone,OTHER,16830000
2025-08-18 22:11:45,,68,207.164.234.36,10533533,SOC-DNS-BI-Reverse_Zone,UDP,16830000
2025-08-18 22:11:45,,68,207.236.176.21,10533535,SOC-DNS-BI-Reverse_Zone,OTHER,18460000
2025-08-18 21:56:45,,1745,207.236.176.21,10533535,SOC-DNS-BI-Reverse_Zone,TCP,18460000
2025-08-18 23:10:45,,1685,74.13.241.26,10533552,BBMM-GOO-BB-13,OTHER,214850000
2025-08-19 03:20:45,,69,207.164.234.36,10533586,SOC-DNS-BI-Reverse_Zone,OTHER,31350000
2025-08-19 03:20:45,,69,207.164.234.36,10533586,SOC-DNS-BI-Reverse_Zone,UDP,31350000
2025-08-19 03:20:45,,69,207.236.176.21,10533587,SOC-DNSAUT-01,OTHER,58810000
2025-08-19 03:20:45,,69,207.236.176.21,10533587,SOC-DNSAUT-01,TCP,58810000
2025-08-19 03:20:45,,69,207.236.176.21,10533587,SOC-DNSAUT-01,UDP,58810000
2025-08-19 03:20:45,,70,207.236.176.21,10533588,SOC-DNS-BI-Reverse_Zone,OTHER,58810000
2025-08-19 03:20:45,,70,207.236.176.21,10533588,SOC-DNS-BI-Reverse_Zone,TCP,58810000
2025-08-19 03:20:45,,305,207.236.176.21,10533588,SOC-DNS-BI-Reverse_Zone,UDP,58810000
2025-08-19 16:57:33,,0,45.33.195.231,10533667,BBMM-LCBO-05,OTHER,623550000
2025-08-19 16:57:33,,257,45.33.195.231,10533667,BBMM-LCBO-05,TCP,623550000
2025-08-19 19:12:45,,69,207.236.176.21,10533682,SOC-DNS-BI-Reverse_Zone,OTHER,13970000
2025-08-19 19:12:45,,69,207.236.176.21,10533682,SOC-DNS-BI-Reverse_Zone,UDP,13970000
2025-08-19 19:12:45,,484,207.236.176.21,10533682,SOC-DNS-BI-Reverse_Zone,TCP,23560000
2025-08-19 20:00:22,,0,142.127.6.41,10533688,SOC_IAAS_W6017_WHI_CGNATv4,OTHER,520309992
2025-08-19 20:00:22,,508,142.127.6.41,10533688,SOC_IAAS_W6017_WHI_CGNATv4,UDP,13710000000
2025-08-19 21:30:02,,0,199.212.150.5,10533702,BBMM-SHAR-02,OTHER,420400000
2025-08-19 21:30:02,,288,199.212.150.5,10533702,BBMM-SHAR-02,TCP,420400000
2025-08-20 05:15:45,,485,198.235.214.134,10533761,SOC-DNSRCSRV-01,OTHER,325848
2025-08-20 05:24:45,,68,207.164.234.36,10533762,SOC-DNS-BI-Reverse_Zone,OTHER,64129992
2025-08-20 05:24:45,,68,207.236.176.21,10533763,SOC-DNSAUT-01,OTHER,74790000
2025-08-20 05:24:45,,68,207.164.234.36,10533762,SOC-DNS-BI-Reverse_Zone,UDP,64129992
2025-08-20 05:24:45,,68,207.236.176.21,10533763,SOC-DNSAUT-01,TCP,74790000
2025-08-20 05:24:45,,68,207.236.176.21,10533763,SOC-DNSAUT-01,UDP,74790000
2025-08-20 05:24:45,,69,207.236.176.21,10533764,SOC-DNS-BI-Reverse_Zone,OTHER,74790000
2025-08-20 05:24:45,,69,207.236.176.21,10533764,SOC-DNS-BI-Reverse_Zone,TCP,74790000
2025-08-20 05:24:45,,69,207.236.176.21,10533764,SOC-DNS-BI-Reverse_Zone,UDP,74790000
2025-08-20 05:24:45,,69,207.164.234.36,10533765,SOC-DNSAUT-01,OTHER,64129992
2025-08-20 05:24:45,,365,207.164.234.36,10533765,SOC-DNSAUT-01,UDP,64129992
2025-08-20 12:39:42,,368,67.70.246.10,10533851,BBMM-GOO-BB-16,OTHER,255820000
2025-08-20 15:16:45,,485,142.127.105.189,10533883,BBMM-GOO-BB-12,OTHER,56720000
2025-08-20 18:20:45,,68,207.164.26.130,10533911,BBMM-GMIC-01,OTHER,269790000
2025-08-20 18:30:45,,425,206.47.36.234,10533913,SOC-DoDMZSLB-VIP-01,OTHER,56570000
2025-08-20 18:42:45,,365,174.90.73.114,10533918,BBMM-GOO-BB-16,OTHER,247750000
2025-08-20 18:58:40,,250,204.101.140.154,10533924,BBMM-GOO-BB-16,OTHER,257089992
2025-08-20 19:29:43,,247,204.101.140.154,10533929,BBMM-GOO-BB-16,OTHER,243400000
2025-08-20 19:54:45,,365,174.90.95.98,10533933,BBMM-GOO-BB-13,OTHER,105000000
2025-08-20 21:54:45,,365,198.235.214.134,10533947,SOC-DNSRCSRV-01,OTHER,465480
2025-08-21 04:31:50,,660,206.47.252.22,10533999,BBMM-ADQ-01,OTHER,367020000
2025-08-21 10:40:45,,65,199.243.161.114,10534028,BBMM-GOO-BB-17,OTHER,261459992
2025-08-21 10:40:45,,304,199.243.161.114,10534028,BBMM-GOO-BB-17,TCP,261459992
2025-08-21 12:32:45,,305,70.28.114.10,10534039,BBMM-GOO-BB-12,OTHER,56370000
2025-08-21 17:27:45,,665,162.53.198.9,10534078,BBMM-LCL1-01,OTHER,1080000000
2025-08-21 19:40:45,,304,206.172.21.42,10534093,BBMM-GOO-BB-13,OTHER,102140000
2025-08-21 20:58:45,,484,174.90.73.138,10534101,BBMM-GOO-BB-13,OTHER,116240000
2025-08-21 22:06:45,,485,198.235.214.134,10534109,SOC-DNSRCSRV-01,OTHER,345784
2025-08-22 13:56:45,,365,206.47.36.234,10534354,SOC-DoDMZSLB-VIP-01,OTHER,54110000
2025-08-22 19:04:08,,282,199.243.161.2,10534433,BBMM-GOO-BB-16,OTHER,275450000
2025-08-22 20:23:45,,128,207.164.160.84,10534455,BBMM-MGPI-01,OTHER,338900000
2025-08-22 21:02:45,,65,45.33.195.231,10534467,BBMM-LCBO-05,OTHER,996000000
2025-08-22 21:02:45,,905,45.33.195.231,10534467,BBMM-LCBO-05,TCP,996000000
2025-08-23 11:14:23,,0,69.158.246.109,10534653,SOC_IAAS_W6017_Consumer_CGNATv4,OTHER,486470000
2025-08-23 11:14:23,,327,69.158.246.109,10534653,SOC_IAAS_W6017_Consumer_CGNATv4,TCP,486470000
2025-08-23 14:57:45,,68,207.164.234.36,10534691,SOC-DNS-BI-Reverse_Zone,OTHER,37410000
2025-08-23 14:57:45,,68,207.164.234.36,10534691,SOC-DNS-BI-Reverse_Zone,UDP,37410000
2025-08-23 14:57:45,,68,207.236.176.21,10534693,SOC-DNS-BI-Reverse_Zone,OTHER,44450000
2025-08-23 14:57:45,,68,207.236.176.21,10534693,SOC-DNS-BI-Reverse_Zone,TCP,44450000
2025-08-23 14:57:45,,68,207.236.176.21,10534693,SOC-DNS-BI-Reverse_Zone,UDP,44450000
2025-08-23 14:57:45,,68,207.236.176.21,10534692,SOC-DNSAUT-01,OTHER,44450000
2025-08-23 14:57:45,,68,207.236.176.21,10534692,SOC-DNSAUT-01,TCP,44450000
2025-08-23 14:57:45,,365,207.236.176.21,10534692,SOC-DNSAUT-01,UDP,44450000
2025-08-23 17:49:45,,67,207.164.234.193,10534730,SOC-DNS-WIRELINE-CONS-SIM,OTHER,1260000000
2025-08-23 17:49:45,,67,207.164.234.193,10534730,SOC-DNS-WIRELINE-CONS-SIM,UDP,1260000000
2025-08-23 17:49:45,,545,207.164.234.193,10534730,SOC-DNS-WIRELINE-CONS-SIM,TCP,1260000000
2025-08-23 21:38:45,,305,174.90.90.170,10534763,BBMM-GOO-BB-12,OTHER,56230000
2025-08-24 06:34:45,,364,142.160.101.91,10534817,SOC-CrownITtoBX-01,OTHER,59840000
2025-08-24 13:29:45,,126,67.69.184.224,10534842,BBMM-SOC-DNSVAR-01,OTHER,138096
2025-08-24 13:29:45,,424,67.69.184.224,10534842,BBMM-SOC-DNSVAR-01,UDP,138096
2025-08-24 14:57:45,,305,67.69.38.138,10534847,BBMM-LSY-01,OTHER,102800
2025-08-24 16:29:45,,665,184.150.212.117,10534859,SOC-ICN-APIGateway,OTHER,39940000
2025-08-24 17:50:45,,425,198.235.214.134,10534866,SOC-DNSRCSRV-01,OTHER,461104
2025-08-24 18:12:45,,664,206.47.98.117,10534868,SOC-ICN-APIGateway,OTHER,30590000
2025-08-25 09:28:45,,247,67.69.184.228,10534952,BBMM-SOC-DNSVAR-01,OTHER,6936
2025-08-25 09:28:45,,485,67.69.184.228,10534952,BBMM-SOC-DNSVAR-01,TCP,6936
2025-08-25 14:46:39,,1,199.212.150.5,10534979,BBMM-SHAR-02,OTHER,2430000
2025-08-25 14:46:39,,250,199.212.150.5,10534979,BBMM-SHAR-02,TCP,2430000
2025-08-25 16:29:45,,1085,70.28.123.254,10534999,BBMM-OMER-02,OTHER,1040000000
2025-08-25 16:55:45,,186,67.69.184.224,10535001,BBMM-SOC-DNSVAR-01,OTHER,138320
2025-08-25 16:55:45,,425,67.69.184.224,10535001,BBMM-SOC-DNSVAR-01,UDP,138320
2025-08-25 18:09:33,,317,205.189.38.226,10535021,TTC-EDGE-01,OTHER,896460000
2025-08-25 18:19:41,,249,205.189.38.226,10535026,TTC-EDGE-01,OTHER,946410000
2025-08-25 18:47:45,,305,206.47.36.234,10535031,SOC-DoDMZSLB-VIP-01,OTHER,69600000
2025-08-26 02:59:47,,1,184.150.106.114,10535121,SOC-BellMedia-TVE,OTHER,1100000000
2025-08-26 02:59:49,,0,184.150.106.66,10535122,SOC-BellMedia-TVE,OTHER,1170000000
2025-08-26 02:59:49,,301,184.150.106.90,10535123,SOC-BellMedia-TVE,OTHER,1110000000
2025-08-26 12:04:45,,785,142.127.106.225,10535169,BBMM-GOO-BB-09,OTHER,42590000
2025-08-26 14:22:45,,604,142.127.84.236,10535186,BBMM-GOO-BB-06,OTHER,17190000
2025-08-26 15:28:45,,305,174.90.90.170,10535199,BBMM-GOO-BB-12,OTHER,52040000
2025-08-26 16:06:44,,366,162.53.198.9,10535208,BBMM-LCL1-01,OTHER,757450000
2025-08-26 17:00:45,,365,70.28.123.254,10535218,BBMM-OMER-02,OTHER,1110000000
2025-08-26 17:56:45,,305,174.90.90.170,10535231,BBMM-GOO-BB-12,OTHER,62220000
2025-08-27 06:24:45,,3184,184.150.212.117,10535346,SOC-ICN-APIGateway,OTHER,34090000
2025-08-27 07:22:45,,2224,184.150.212.117,10535351,SOC-ICN-APIGateway,OTHER,35130000
2025-08-27 12:46:45,,425,206.47.36.234,10535366,SOC-DoDMZSLB-VIP-01,OTHER,63370000
2025-08-27 14:11:45,,544,206.172.21.42,10535381,BBMM-GOO-BB-13,OTHER,124230000
2025-08-27 15:53:45,,305,74.13.240.194,10535402,BBMM-GOO-BB-13,OTHER,146960000
2025-08-27 16:37:19,,0,184.150.106.99,10535410,SOC-BellMedia-TVE,OTHER,662330000
2025-08-27 16:43:41,,0,184.150.106.74,10535413,SOC-BellMedia-TVE,OTHER,1740000000
2025-08-27 16:43:43,,0,184.150.106.122,10535414,SOC-BellMedia-TVE,OTHER,1900000000
2025-08-27 16:43:41,,309,184.150.106.50,10535415,SOC-BellMedia-TVE,OTHER,1800000000
2025-08-27 16:55:45,,545,74.13.240.194,10535417,BBMM-GOO-BB-13,OTHER,223050000
2025-08-27 18:37:13,,276,198.103.167.20,10535429,BBMM-SHAR-01,OTHER,66700000
2025-08-27 20:00:45,,1324,184.150.212.117,10535455,SOC-ICN-APIGateway,OTHER,32299992
2025-08-27 22:33:45,,188,67.69.184.227,10535485,BBMM-SOC-DNSVAR-01,OTHER,6944
2025-08-27 22:33:45,,425,67.69.184.227,10535485,BBMM-SOC-DNSVAR-01,TCP,6944
2025-08-28 04:59:45,,425,142.160.101.91,10535529,SOC-CrownITtoBX-01,UDP,7530000
2025-08-28 13:02:44,,246,206.172.18.72,10535587,BBMM-ADQ-01,OTHER,366510000
2025-08-28 15:36:28,,382,206.172.18.72,10535606,BBMM-ADQ-01,OTHER,465710000
2025-08-28 17:47:57,,413,206.172.18.72,10535623,BBMM-ADQ-01,OTHER,457980000
2025-08-29 12:43:19,,391,206.172.18.72,10535712,BBMM-ADQ-01,OTHER,418860000
2025-08-29 12:52:45,,485,184.150.80.71,10535715,SOC-Cablevision-01,OTHER,64168
2025-08-29 13:26:45,,305,204.101.140.218,10535717,BBMM-GOO-BB-13,OTHER,125330000
2025-08-29 13:40:55,,415,206.172.18.72,10535721,BBMM-ADQ-01,OTHER,381270000
2025-08-29 18:11:45,,69,207.236.218.162,10535747,BBMM-GOO-BB-19,OTHER,17140000
2025-08-29 18:11:45,,1145,207.236.218.162,10535747,BBMM-GOO-BB-19,TCP,17140000
2025-08-30 01:01:45,,67,207.164.122.213,10535798,SOC-Maskatel-01,OTHER,78450000
2025-08-30 01:01:45,,725,207.164.122.213,10535798,SOC-Maskatel-01,TCP,78450000
2025-08-30 07:22:45,,1265,142.160.101.91,10535826,SOC-CrownITtoBX-01,UDP,15420000
2025-08-30 07:56:45,,2764,142.160.101.91,10535828,SOC-CrownITtoBX-01,UDP,7990000
2025-08-31 01:15:45,,545,198.235.214.134,10535946,SOC-DNSRCSRV-01,OTHER,561216
2025-09-01 17:40:45,,545,64.29.145.9,10536146,SOC-BellMediaALL-01,OTHER,19110000
2025-09-02 01:56:45,,485,162.53.198.242,10536238,BBMM-LCL1-01,OTHER,767930000
2025-09-03 06:46:16,,0,216.208.243.248,10536415,SOC_IAAS_J0400_Consumer_CGNATv4,OTHER,4290000000
2025-09-03 06:46:16,,394,216.208.243.248,10536415,SOC_IAAS_J0400_Consumer_CGNATv4,UDP,47480000000
2025-09-03 07:28:45,,485,209.226.40.180,10536424,BBMM-LSY-02,OTHER,274680000
2025-09-03 15:26:08,,342,206.47.205.251,10536497,SOC-Cove-01,UDP,29940000
2025-09-03 16:02:41,,249,206.47.205.251,10536504,SOC-Cove-01,UDP,24300000
2025-09-03 18:36:45,,484,198.235.214.134,10536537,SOC-DNSRCSRV-01,OTHER,378904
2025-09-03 20:58:46,,603,206.47.205.251,10536567,SOC-Cove-01,UDP,24870000
2025-09-04 13:58:41,,249,206.47.205.251,10536651,SOC-Cove-01,UDP,21910000
2025-09-04 14:09:57,,593,206.47.205.251,10536654,SOC-Cove-01,UDP,28790000
2025-09-04 14:36:54,,296,206.47.205.251,10536660,SOC-Cove-01,UDP,24200000
2025-09-04 15:03:45,,305,174.90.90.170,10536668,BBMM-GOO-BB-12,OTHER,65160000
2025-09-04 16:22:09,,280,206.47.205.251,10536676,SOC-Cove-01,UDP,22960000
2025-09-04 17:11:39,,0,199.212.150.5,10536680,BBMM-SHAR-02,OTHER,144060000
2025-09-04 17:11:39,,251,199.212.150.5,10536680,BBMM-SHAR-02,TCP,144060000
2025-09-05 01:33:45,,305,142.183.237.169,10536775,SOC_IAAS_E0590_WHI_CGNATv4,OTHER,7650000000
2025-09-05 17:26:14,,0,131.137.249.100,10536842,BBMM-SHAR-01,OTHER,4170000
2025-09-05 17:26:14,,635,131.137.249.100,10536842,BBMM-SHAR-01,TCP,4170000
2025-09-06 17:13:01,,0,207.35.44.84,10537025,SOC-BTS-01,OTHER,12000000
2025-09-06 17:13:01,,289,207.35.44.84,10537025,SOC-BTS-01,TCP,12000000
2025-09-08 04:28:45,,425,198.235.214.134,10537315,SOC-DNSRCSRV-01,OTHER,362088
2025-09-08 13:26:31,,258,67.70.246.195,10537346,BBMM-SOF-01,OTHER,214400000
2025-09-08 14:28:45,,67,142.127.84.236,10537350,BBMM-GOO-BB-06,OTHER,46830000
2025-09-08 14:28:45,,485,70.28.123.254,10537351,BBMM-OMER-02,OTHER,1030000000
2025-09-08 14:59:45,,365,207.35.45.185,10537357,BBMM-SOF-02,OTHER,305360000
2025-09-08 15:20:46,,364,199.243.155.34,10537361,BBMM-HPS-01,OTHER,60030000
2025-09-08 16:37:45,,2105,207.35.45.185,10537367,BBMM-SOF-02,OTHER,306490000
2025-09-08 17:13:45,,2045,207.35.45.185,10537370,BBMM-SOF-02,OTHER,309150000
2025-09-08 18:21:45,,785,207.35.45.185,10537379,BBMM-SOF-02,OTHER,313440000
2025-09-08 18:41:45,,785,207.35.45.185,10537381,BBMM-SOF-02,OTHER,311880000
2025-09-08 19:00:45,,1804,207.35.45.185,10537387,BBMM-SOF-02,OTHER,339960000
2025-09-08 19:32:45,,1624,207.35.45.185,10537388,BBMM-SOF-02,OTHER,322050000
2025-09-08 20:04:45,,1985,207.35.45.185,10537391,BBMM-SOF-02,OTHER,350280000
2025-09-08 21:04:45,,1025,207.35.45.185,10537397,BBMM-SOF-02,OTHER,322320000
2025-09-08 21:45:45,,1385,207.35.45.185,10537401,BBMM-SOF-02,OTHER,332100000
2025-09-08 22:24:45,,1625,207.35.45.185,10537404,BBMM-SOF-02,OTHER,320970000
2025-09-08 23:16:45,,1325,207.35.45.185,10537416,BBMM-SOF-02,OTHER,339320000
2025-09-09 02:15:45,,127,67.69.184.227,10537436,BBMM-SOC-DNSVAR-01,OTHER,6960
2025-09-09 02:15:45,,365,67.69.184.227,10537436,BBMM-SOC-DNSVAR-01,TCP,6960
2025-09-09 08:07:27,,323,184.151.246.221,10537459,SOC_IAAS_M1271_Consumer_CGNATv4,OTHER,2009999992
2025-09-09 08:20:32,,0,184.151.246.221,10537461,SOC_IAAS_M1271_Consumer_CGNATv4,OTHER,1200000000
2025-09-09 08:20:32,,377,184.151.246.221,10537461,SOC_IAAS_M1271_Consumer_CGNATv4,UDP,48910000000
2025-09-09 08:29:31,,258,184.151.246.221,10537462,SOC_IAAS_M1271_Consumer_CGNATv4,OTHER,1190000000
2025-09-09 12:55:45,,424,207.35.45.185,10537478,BBMM-SOF-02,OTHER,308820000
2025-09-09 15:44:45,,845,142.127.107.61,10537499,BBMM-GOO-BB-12,OTHER,54270000
2025-09-09 21:49:45,,424,207.35.45.185,10537552,BBMM-SOF-02,OTHER,312570000
